model_pair,draft_model,benchmark,run,item_id,correct,construct,analysis_source
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_53,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_54,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_55,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_56,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_57,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_58,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_59,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_60,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_61,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_62,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_63,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_64,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_65,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_66,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_67,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_68,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_69,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_70,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_71,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_72,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_73,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_74,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_75,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_76,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_77,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_78,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_79,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_80,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_81,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_82,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_83,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_84,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_85,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_86,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_87,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_88,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_89,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_90,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_91,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_92,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_93,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_94,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_95,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_96,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_97,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_98,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_99,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_100,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_101,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_102,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_103,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_104,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_105,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_106,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_107,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_108,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_109,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_110,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_111,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_112,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_113,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_114,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_115,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_116,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_117,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_118,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_119,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_120,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_121,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_122,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_123,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_124,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_125,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_126,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_127,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_128,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_129,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_130,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_131,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_132,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_133,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_134,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_135,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_136,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_137,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_138,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_139,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_140,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_141,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_142,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_143,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_144,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_145,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_146,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_147,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_148,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_149,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_150,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_151,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_152,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_153,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_154,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_155,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_156,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_157,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_158,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_159,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_160,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_161,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_162,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_163,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_164,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_165,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_166,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_167,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_168,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_169,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_170,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_171,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_172,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_173,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_174,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_175,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_176,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_177,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_178,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_179,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_180,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_181,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_182,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_183,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_184,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_185,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_186,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_187,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_188,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_189,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_190,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_191,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_192,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_193,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_194,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_195,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_196,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_197,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_198,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_199,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_200,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_201,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_202,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_203,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_204,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_205,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_206,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_207,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_208,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_209,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_210,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_211,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_212,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_213,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_214,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_215,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_216,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_217,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_218,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_219,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_220,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_221,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_222,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_223,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_224,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_225,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_226,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_227,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_228,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_229,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_230,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_231,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_232,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_233,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_234,0,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_235,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_236,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_237,1,commonsense_reasoning,observed_full
Qwen2.5-0.5B→Qwen2.5-7B,Qwen/Qwen2.5-0.5B,hellaswag,0,hellaswag_238,1,commonsense_reasoning,observed_full
