model_pair,benchmark,condition,cond_type,item_id,source_item_id,baseline_correct,condition_correct,score_flip,token_changed,token_change_no_score_flip,accept_rate,temperature,construct
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_432,hellaswag_432,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_433,hellaswag_433,0,0,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_434,hellaswag_434,0,0,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_435,hellaswag_435,1,1,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_436,hellaswag_436,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_437,hellaswag_437,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_438,hellaswag_438,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_439,hellaswag_439,1,1,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_440,hellaswag_440,1,1,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_441,hellaswag_441,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_442,hellaswag_442,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_443,hellaswag_443,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_444,hellaswag_444,1,1,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_445,hellaswag_445,0,0,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_446,hellaswag_446,0,0,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_447,hellaswag_447,0,0,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_448,hellaswag_448,0,0,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_449,hellaswag_449,1,1,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_450,hellaswag_450,1,1,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_451,hellaswag_451,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_452,hellaswag_452,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_453,hellaswag_453,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_454,hellaswag_454,0,0,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_455,hellaswag_455,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_456,hellaswag_456,0,0,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_457,hellaswag_457,1,1,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_458,hellaswag_458,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_459,hellaswag_459,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_460,hellaswag_460,0,0,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_461,hellaswag_461,0,0,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_462,hellaswag_462,0,0,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_463,hellaswag_463,0,0,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_464,hellaswag_464,0,0,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_465,hellaswag_465,0,0,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_466,hellaswag_466,0,0,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_467,hellaswag_467,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_468,hellaswag_468,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_469,hellaswag_469,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_470,hellaswag_470,0,0,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_471,hellaswag_471,0,0,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_472,hellaswag_472,0,0,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_473,hellaswag_473,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_474,hellaswag_474,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_475,hellaswag_475,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_476,hellaswag_476,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_477,hellaswag_477,1,1,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_478,hellaswag_478,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_479,hellaswag_479,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_480,hellaswag_480,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_481,hellaswag_481,0,0,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_482,hellaswag_482,0,0,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_483,hellaswag_483,1,1,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_484,hellaswag_484,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_485,hellaswag_485,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_486,hellaswag_486,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_487,hellaswag_487,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_488,hellaswag_488,0,0,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_489,hellaswag_489,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_490,hellaswag_490,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_491,hellaswag_491,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_492,hellaswag_492,0,0,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_493,hellaswag_493,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_494,hellaswag_494,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_495,hellaswag_495,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_496,hellaswag_496,0,0,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_497,hellaswag_497,0,0,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_498,hellaswag_498,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,B,spec,hellaswag_499,hellaswag_499,0,0,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_0,hellaswag_0,0,0,0,1,1,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_1,hellaswag_1,0,0,0,1,1,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_2,hellaswag_2,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_3,hellaswag_3,1,1,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_4,hellaswag_4,0,0,0,1,1,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_5,hellaswag_5,0,0,0,1,1,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_6,hellaswag_6,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_7,hellaswag_7,0,0,0,1,1,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_8,hellaswag_8,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_9,hellaswag_9,0,0,0,1,1,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_10,hellaswag_10,0,0,0,1,1,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_11,hellaswag_11,0,0,0,1,1,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_12,hellaswag_12,0,0,0,1,1,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_13,hellaswag_13,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_14,hellaswag_14,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_15,hellaswag_15,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_16,hellaswag_16,0,1,1,1,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_17,hellaswag_17,1,1,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_18,hellaswag_18,0,0,0,1,1,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_19,hellaswag_19,0,0,0,1,1,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_20,hellaswag_20,0,0,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_21,hellaswag_21,0,0,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_22,hellaswag_22,0,0,0,1,1,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_23,hellaswag_23,0,0,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_24,hellaswag_24,1,1,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_25,hellaswag_25,0,0,0,1,1,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_26,hellaswag_26,0,0,0,1,1,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_27,hellaswag_27,0,0,0,1,1,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_28,hellaswag_28,0,0,0,1,1,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_29,hellaswag_29,0,0,0,1,1,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_30,hellaswag_30,0,0,0,1,1,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_31,hellaswag_31,1,1,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_32,hellaswag_32,1,0,1,1,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_33,hellaswag_33,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_34,hellaswag_34,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_35,hellaswag_35,0,0,0,1,1,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_36,hellaswag_36,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_37,hellaswag_37,0,1,1,1,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_38,hellaswag_38,0,0,0,1,1,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_39,hellaswag_39,0,0,0,1,1,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_40,hellaswag_40,0,0,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_41,hellaswag_41,0,0,0,1,1,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_42,hellaswag_42,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_43,hellaswag_43,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_44,hellaswag_44,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_45,hellaswag_45,0,0,0,1,1,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_46,hellaswag_46,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_47,hellaswag_47,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_48,hellaswag_48,0,0,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_49,hellaswag_49,0,0,0,1,1,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_50,hellaswag_50,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_51,hellaswag_51,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_52,hellaswag_52,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_53,hellaswag_53,1,0,1,1,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_54,hellaswag_54,0,0,0,1,1,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_55,hellaswag_55,0,0,0,1,1,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_56,hellaswag_56,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_57,hellaswag_57,1,1,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_58,hellaswag_58,0,0,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_59,hellaswag_59,0,1,1,1,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_60,hellaswag_60,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_61,hellaswag_61,0,0,0,1,1,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_62,hellaswag_62,0,0,0,1,1,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_63,hellaswag_63,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_64,hellaswag_64,1,0,1,1,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_65,hellaswag_65,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_66,hellaswag_66,0,0,0,1,1,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_67,hellaswag_67,0,0,0,1,1,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_68,hellaswag_68,0,0,0,1,1,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_69,hellaswag_69,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_70,hellaswag_70,1,0,1,1,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_71,hellaswag_71,0,0,0,1,1,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_72,hellaswag_72,1,1,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_73,hellaswag_73,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_74,hellaswag_74,0,0,0,1,1,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_75,hellaswag_75,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_76,hellaswag_76,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_77,hellaswag_77,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_78,hellaswag_78,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_79,hellaswag_79,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_80,hellaswag_80,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_81,hellaswag_81,0,0,0,1,1,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_82,hellaswag_82,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_83,hellaswag_83,1,1,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_84,hellaswag_84,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_85,hellaswag_85,0,0,0,1,1,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_86,hellaswag_86,0,0,0,1,1,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_87,hellaswag_87,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_88,hellaswag_88,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_89,hellaswag_89,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_90,hellaswag_90,0,0,0,1,1,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_91,hellaswag_91,0,0,0,1,1,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_92,hellaswag_92,0,0,0,1,1,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_93,hellaswag_93,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_94,hellaswag_94,0,0,0,1,1,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_95,hellaswag_95,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_96,hellaswag_96,0,0,0,1,1,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_97,hellaswag_97,0,0,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_98,hellaswag_98,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_99,hellaswag_99,0,0,0,1,1,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_100,hellaswag_100,0,0,0,0,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_101,hellaswag_101,1,0,1,1,0,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_102,hellaswag_102,1,1,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_103,hellaswag_103,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_104,hellaswag_104,0,0,0,1,1,0.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_105,hellaswag_105,1,1,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_106,hellaswag_106,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_107,hellaswag_107,0,0,0,0,0,1.0,0.7,commonsense_reasoning
Llama-3.2-1B→Llama-3.1-8B,hellaswag,C_060,spec,hellaswag_108,hellaswag_108,0,0,0,0,0,1.0,0.7,commonsense_reasoning
