model_pair,benchmark,condition,cond_type,run,item_id,correct,token_ids,n_tokens,accept_rate,construct,analysis_source,temperature,source_item_id
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_261,0,576,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_261
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_262,0,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_262
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_263,0,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_263
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_264,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_264
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_265,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_265
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_266,0,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_266
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_267,0,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_267
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_268,0,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_268
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_269,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_269
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_270,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_270
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_271,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_271
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_272,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_272
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_273,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_273
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_274,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_274
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_275,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_275
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_276,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_276
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_277,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_277
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_278,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_278
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_279,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_279
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_280,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_280
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_281,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_281
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_282,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_282
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_283,0,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_283
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_284,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_284
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_285,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_285
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_286,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_286
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_287,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_287
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_288,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_288
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_289,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_289
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_290,0,576,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_290
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_291,0,2014,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_291
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_292,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_292
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_293,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_293
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_294,0,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_294
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_295,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_295
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_296,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_296
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_297,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_297
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_298,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_298
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_299,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_299
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_300,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_300
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_301,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_301
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_302,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_302
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_303,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_303
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_304,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_304
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_305,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_305
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_306,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_306
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_307,0,576,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_307
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_308,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_308
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_309,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_309
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_310,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_310
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_311,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_311
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_312,0,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_312
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_313,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_313
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_314,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_314
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_315,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_315
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_316,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_316
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_317,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_317
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_318,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_318
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_319,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_319
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_320,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_320
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_321,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_321
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_322,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_322
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_323,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_323
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_324,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_324
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_325,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_325
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_326,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_326
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_327,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_327
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_328,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_328
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_329,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_329
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_330,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_330
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_331,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_331
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_332,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_332
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_333,0,3070,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_333
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_334,0,576,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_334
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_335,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_335
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_336,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_336
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_337,0,576,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_337
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_338,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_338
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_339,0,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_339
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_340,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_340
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_341,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_341
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_342,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_342
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_343,0,576,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_343
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_344,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_344
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_345,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_345
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_346,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_346
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_347,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_347
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_348,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_348
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_349,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_349
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_350,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_350
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_351,0,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_351
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_352,0,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_352
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_353,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_353
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_354,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_354
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_355,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_355
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_356,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_356
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_357,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_357
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_358,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_358
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_359,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_359
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_360,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_360
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_361,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_361
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_362,0,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_362
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_363,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_363
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_364,0,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_364
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_365,0,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_365
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_366,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_366
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_367,0,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_367
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_368,0,576,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_368
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_369,0,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_369
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_370,0,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_370
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_371,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_371
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_372,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_372
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_373,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_373
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_374,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_374
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_375,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_375
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_376,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_376
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_377,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_377
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_378,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_378
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_379,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_379
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_380,0,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_380
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_381,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_381
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_382,0,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_382
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_383,0,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_383
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_384,0,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_384
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_385,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_385
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_386,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_386
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_387,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_387
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_388,0,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_388
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_389,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_389
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_390,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_390
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_391,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_391
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_392,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_392
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_393,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_393
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_394,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_394
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_395,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_395
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_396,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_396
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_397,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_397
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_398,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_398
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_399,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_399
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_400,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_400
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_401,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_401
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_402,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_402
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_403,0,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_403
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_404,0,576,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_404
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_405,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_405
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_406,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_406
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_407,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_407
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_408,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_408
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_409,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_409
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_410,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_410
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_411,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_411
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_412,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_412
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_413,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_413
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_414,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_414
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_415,1,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_415
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_416,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_416
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_417,0,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_417
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_418,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_418
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_419,1,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_419
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_420,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_420
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_421,1,425,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_421
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_422,1,356,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_422
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_423,0,2014,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_423
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_424,0,362,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_424
Qwen2.5-0.5B→Qwen2.5-7B,hellaswag,A,spec,0,hellaswag_425,0,422,1,1.0,commonsense_reasoning,observed_full_500,0.7,hellaswag_425
