model_pair,benchmark,condition,cond_type,run,item_id,correct,token_ids,n_tokens,accept_rate,construct,analysis_source,temperature
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_458,1,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_459,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_460,0,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_461,1,422,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_462,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_463,1,422,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_464,1,422,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_465,1,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_466,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_467,0,425,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_468,0,422,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_469,0,356,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_470,0,425,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_471,1,425,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_472,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_473,0,425,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_474,1,425,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_475,1,356,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_476,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_477,0,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_478,1,425,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_479,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_480,1,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_481,1,422,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_482,0,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_483,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_484,1,362,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_485,1,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_486,0,362,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_487,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_488,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_489,1,362,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_490,1,422,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_491,1,422,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_492,1,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_493,1,422,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_494,1,362,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_495,1,425,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_496,1,422,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_497,0,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_498,1,425,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_090,spec,0,mmlu_499,1,356,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_0,0,425,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_1,0,422,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_2,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_3,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_4,1,362,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_5,0,362,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_6,0,362,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_7,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_8,0,422,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_9,0,422,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_10,0,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_11,0,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_12,1,422,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_13,1,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_14,1,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_15,0,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_16,0,422,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_17,1,356,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_18,0,362,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_19,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_20,0,422,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_21,1,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_22,1,362,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_23,1,422,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_24,1,422,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_25,1,362,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_26,1,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_27,1,362,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_28,1,362,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_29,0,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_30,1,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_31,1,356,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_32,1,422,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_33,1,356,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_34,1,422,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_35,1,422,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_36,0,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_37,1,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_38,0,362,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_39,0,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_40,1,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_41,0,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_42,0,422,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_43,1,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_44,1,362,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_45,1,425,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_46,1,362,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_47,0,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_48,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_49,1,362,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_50,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_51,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_52,1,356,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_53,0,356,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_54,1,422,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_55,1,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_56,0,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_57,0,356,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_58,0,362,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_59,0,422,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_60,0,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_61,1,422,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_62,1,425,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_63,1,425,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_64,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_65,0,425,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_66,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_67,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_68,1,422,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_69,0,422,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_70,1,422,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_71,1,362,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_72,0,356,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_73,1,422,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_74,1,362,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_75,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_76,1,362,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_77,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_78,0,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_79,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_80,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_81,0,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_82,1,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_83,1,422,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_84,1,425,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_85,1,362,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_86,0,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_87,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_88,0,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_89,0,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_90,0,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_91,1,425,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_92,0,362,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_93,0,362,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_94,0,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_95,1,362,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_96,1,362,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_97,0,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_98,0,425,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_99,1,425,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_100,0,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_101,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_102,1,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_103,1,356,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_104,1,422,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_105,1,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_106,1,422,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_107,1,422,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_108,0,356,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_109,1,362,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_110,1,425,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_111,0,356,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_112,1,425,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_113,0,425,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_114,0,422,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_115,1,362,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_116,1,422,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_117,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_118,1,425,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_119,1,422,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_120,1,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_121,1,425,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_122,0,422,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_123,0,422,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_124,0,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_125,1,422,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_126,1,356,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_127,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_128,0,362,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_129,1,356,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_130,1,362,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_131,1,422,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_132,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_133,1,362,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_134,1,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_135,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_136,1,362,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_137,0,422,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_138,1,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_139,0,356,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_140,1,362,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_141,1,425,1,1.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_142,1,425,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_143,1,422,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_144,1,422,1,0.0,knowledge_reasoning,observed_full,0.7
Qwen2.5-0.5B→Qwen2.5-7B,mmlu,C_080,spec,0,mmlu_145,1,425,1,0.0,knowledge_reasoning,observed_full,0.7
